3	3	88.0
3	4	1.0
3	5	1.0
3	7	1.0
3	8	1.0
3	39	2.0
4	3	1.0
4	4	111.0
4	5	5.0
4	39	5.0
5	3	1.0
5	4	10.0
5	5	60.0
5	6	2.0
5	7	2.0
5	46	1.0
6	5	3.0
6	6	53.0
6	7	1.0
6	8	1.0
6	45	4.0
6	46	2.0
6	47	2.0
7	3	1.0
7	5	2.0
7	6	6.0
7	7	69.0
7	8	1.0
7	46	1.0
7	47	2.0
8	6	1.0
8	7	3.0
8	8	83.0
8	9	4.0
8	42	1.0
8	45	1.0
8	46	2.0
9	8	2.0
9	9	82.0
9	10	2.0
9	12	4.0
9	42	1.0
9	43	2.0
9	44	2.0
9	45	1.0
10	9	5.0
10	10	43.0
11	11	4.0
11	12	3.0
12	9	2.0
12	10	1.0
12	12	81.0
12	13	8.0
12	14	4.0
12	27	3.0
13	9	1.0
13	12	2.0
13	13	76.0
13	14	5.0
13	27	1.0
13	28	3.0
14	13	3.0
14	14	65.0
14	27	1.0
14	28	2.0
14	29	2.0
15	12	1.0
15	15	52.0
15	16	2.0
15	18	1.0
15	19	2.0
15	29	1.0
15	37	1.0
15	42	1.0
16	15	5.0
16	16	51.0
16	17	7.0
16	23	2.0
16	27	5.0
16	29	3.0
17	16	5.0
17	17	63.0
17	18	2.0
17	20	1.0
17	27	1.0
17	29	5.0
17	37	2.0
18	16	1.0
18	17	2.0
18	18	61.0
18	19	5.0
18	20	4.0
18	21	1.0
18	23	3.0
18	37	1.0
18	52	1.0
18	57	2.0
18	100	1.0
19	12	2.0
19	15	2.0
19	18	4.0
19	19	59.0
19	20	3.0
19	23	1.0
19	37	1.0
19	40	2.0
19	41	1.0
19	57	2.0
20	15	1.0
20	18	1.0
20	19	4.0
20	20	109.0
20	21	1.0
20	23	2.0
20	37	2.0
20	40	2.0
20	52	2.0
20	54	1.0
21	18	1.0
21	20	2.0
21	21	93.0
21	22	2.0
21	24	2.0
21	27	1.0
21	36	2.0
21	37	1.0
21	53	1.0
22	17	2.0
22	21	1.0
22	22	73.0
22	26	3.0
22	28	1.0
22	37	1.0
22	53	1.0
22	57	3.0
23	18	2.0
23	23	53.0
23	24	4.0
23	25	1.0
23	26	1.0
23	27	3.0
23	29	1.0
23	32	1.0
23	37	1.0
24	21	2.0
24	23	4.0
24	24	88.0
24	25	5.0
24	29	1.0
24	30	4.0
24	31	6.0
24	32	1.0
24	33	1.0
24	35	1.0
24	36	1.0
25	22	2.0
25	23	1.0
25	24	4.0
25	25	39.0
25	30	1.0
25	31	2.0
25	36	3.0
26	23	1.0
26	26	34.0
26	27	1.0
26	28	4.0
26	29	2.0
27	12	1.0
27	15	1.0
27	16	1.0
27	17	1.0
27	22	1.0
27	25	1.0
27	26	3.0
27	27	109.0
27	28	7.0
28	22	1.0
28	23	1.0
28	26	2.0
28	27	8.0
28	28	116.0
28	29	2.0
29	15	1.0
29	16	5.0
29	17	1.0
29	22	2.0
29	23	3.0
29	26	1.0
29	27	3.0
29	28	3.0
29	29	75.0
29	30	2.0
30	24	3.0
30	29	4.0
30	30	106.0
30	31	3.0
30	32	3.0
30	33	1.0
30	35	4.0
31	24	3.0
31	25	2.0
31	30	9.0
31	31	137.0
31	32	5.0
31	33	1.0
31	35	1.0
31	53	3.0
31	55	2.0
32	24	1.0
32	28	1.0
32	31	3.0
32	32	96.0
32	33	6.0
32	55	2.0
33	24	1.0
33	30	1.0
33	31	2.0
33	32	4.0
33	33	160.0
33	34	2.0
33	35	1.0
33	55	2.0
34	24	1.0
34	33	7.0
34	34	155.0
34	35	2.0
34	117	1.0
35	24	3.0
35	30	3.0
35	34	7.0
35	35	97.0
35	36	5.0
36	20	1.0
36	23	3.0
36	24	1.0
36	25	2.0
36	31	2.0
36	35	1.0
36	36	87.0
36	37	2.0
37	17	1.0
37	20	3.0
37	36	6.0
37	37	117.0
37	38	3.0
37	52	4.0
37	53	2.0
37	54	1.0
37	63	3.0
37	117	1.0
37	125	1.0
38	37	7.0
38	38	104.0
38	50	1.0
38	51	2.0
38	54	2.0
38	63	1.0
38	64	3.0
38	116	2.0
38	122	1.0
39	3	4.0
39	4	3.0
39	5	1.0
39	39	120.0
39	40	7.0
39	45	4.0
39	58	1.0
39	59	4.0
39	64	3.0
39	117	3.0
39	118	1.0
39	119	5.0
40	18	3.0
40	19	6.0
40	39	7.0
40	40	80.0
40	41	6.0
40	42	1.0
40	45	5.0
40	46	5.0
40	57	1.0
40	120	1.0
41	12	2.0
41	15	1.0
41	19	1.0
41	40	9.0
41	41	80.0
41	42	3.0
41	43	2.0
41	44	1.0
41	47	1.0
41	48	1.0
42	41	3.0
42	42	63.0
42	43	2.0
42	44	2.0
42	49	2.0
42	50	4.0
43	9	1.0
43	42	5.0
43	43	61.0
43	44	3.0
43	51	10.0
43	52	1.0
44	8	2.0
44	9	2.0
44	39	1.0
44	42	1.0
44	43	9.0
44	44	72.0
44	45	10.0
44	47	1.0
45	6	2.0
45	8	3.0
45	39	9.0
45	44	9.0
45	45	92.0
45	46	3.0
45	119	4.0
46	5	2.0
46	7	1.0
46	8	1.0
46	39	1.0
46	40	1.0
46	41	2.0
46	42	2.0
46	45	2.0
46	46	81.0
46	47	1.0
46	50	2.0
47	6	2.0
47	41	1.0
47	42	1.0
47	43	1.0
47	46	2.0
47	47	69.0
47	48	5.0
47	49	8.0
47	50	1.0
47	51	1.0
47	52	5.0
47	74	2.0
48	42	1.0
48	47	4.0
48	48	91.0
48	49	4.0
48	65	2.0
48	68	1.0
48	75	3.0
48	112	1.0
49	47	3.0
49	48	2.0
49	49	96.0
49	50	8.0
49	52	2.0
49	63	1.0
49	64	2.0
49	65	1.0
49	70	3.0
49	74	3.0
49	138	1.0
50	41	1.0
50	43	3.0
50	46	2.0
50	47	1.0
50	49	9.0
50	50	75.0
50	51	1.0
50	61	3.0
50	63	2.0
50	64	1.0
50	74	2.0
51	38	5.0
51	43	6.0
51	49	1.0
51	50	2.0
51	51	77.0
51	52	3.0
51	58	4.0
51	59	4.0
51	63	1.0
51	64	4.0
52	20	2.0
52	21	1.0
52	37	3.0
52	47	3.0
52	48	2.0
52	51	2.0
52	52	113.0
52	53	6.0
52	57	2.0
52	58	2.0
52	66	1.0
52	75	2.0
53	21	2.0
53	22	1.0
53	53	113.0
53	56	1.0
53	66	2.0
53	67	1.0
53	72	1.0
54	20	1.0
54	37	4.0
54	52	2.0
54	53	5.0
54	54	81.0
54	55	5.0
54	56	5.0
54	57	2.0
54	62	1.0
54	63	1.0
54	67	3.0
54	71	1.0
55	31	1.0
55	53	1.0
55	54	3.0
55	55	75.0
55	56	7.0
55	57	4.0
55	62	1.0
55	63	1.0
55	67	1.0
55	72	1.0
56	37	1.0
56	54	4.0
56	55	4.0
56	56	73.0
56	57	3.0
56	62	3.0
56	63	4.0
56	67	5.0
56	72	3.0
57	17	1.0
57	40	2.0
57	52	4.0
57	54	1.0
57	56	3.0
57	57	103.0
57	58	4.0
57	59	1.0
57	63	3.0
57	71	1.0
58	18	2.0
58	39	1.0
58	40	2.0
58	51	4.0
58	52	2.0
58	57	4.0
58	58	103.0
58	59	7.0
58	60	1.0
59	51	3.0
59	57	3.0
59	58	5.0
59	59	77.0
59	60	5.0
59	62	2.0
59	64	1.0
60	49	2.0
60	50	1.0
60	51	1.0
60	58	1.0
60	59	10.0
60	60	72.0
60	61	5.0
60	62	10.0
60	63	1.0
60	64	2.0
60	70	1.0
60	71	1.0
61	37	1.0
61	38	1.0
61	50	1.0
61	55	1.0
61	60	8.0
61	61	96.0
61	62	5.0
61	63	3.0
61	79	3.0
61	141	1.0
62	54	1.0
62	55	1.0
62	56	1.0
62	60	6.0
62	61	10.0
62	62	124.0
62	63	10.0
62	64	6.0
62	70	1.0
62	71	2.0
63	37	2.0
63	38	3.0
63	50	3.0
63	51	4.0
63	54	2.0
63	55	1.0
63	56	1.0
63	57	2.0
63	61	3.0
63	62	4.0
63	63	61.0
63	64	3.0
63	67	2.0
63	70	1.0
63	71	3.0
64	38	4.0
64	51	1.0
64	60	2.0
64	62	1.0
64	63	7.0
64	64	93.0
64	65	2.0
64	77	1.0
64	108	6.0
65	49	1.0
65	60	1.0
65	62	1.0
65	64	2.0
65	65	127.0
65	66	1.0
65	68	1.0
65	70	1.0
65	76	1.0
